Date,Price,Open,High,Low,Vol.,Change %
12/7/2016,3475.75,3458.37,3475.75,3445.76,114.35K,0.48%
12/8/2016,3470.14,3481.81,3484.34,3466.51,117.38K,-0.16%
12/9/2016,3493.70,3464.87,3507.93,3461.76,150.30K,0.68%
12/12/2016,3409.18,3489.27,3495.80,3400.79,187.47K,-2.42%
12/13/2016,3405.04,3394.21,3416.21,3370.60,121.11K,-0.12%
12/14/2016,3378.95,3399.41,3412.28,3378.27,124.01K,-0.77%
12/15/2016,3340.43,3363.86,3378.04,3327.14,114.96K,-1.14%
12/16/2016,3346.03,3335.36,3356.29,3330.49,90.78K,0.17%
12/19/2016,3328.98,3342.34,3344.86,3325.00,81.64K,-0.51%
12/20/2016,3309.06,3328.30,3329.10,3289.27,87.57K,-0.60%
12/21/2016,3338.54,3313.75,3342.48,3313.75,108.26K,0.89%
12/22/2016,3335.67,3335.12,3340.36,3322.72,92.28K,-0.09%
12/23/2016,3307.60,3333.40,3334.89,3300.88,97.45K,-0.84%
12/26/2016,3322.40,3293.22,3322.42,3267.05,89.79K,0.45%
12/27/2016,3316.39,3319.21,3330.23,3315.83,75.49K,-0.18%
12/28/2016,3301.89,3315.75,3320.55,3293.17,69.00K,-0.44%
12/29/2016,3297.76,3297.04,3312.11,3288.10,70.09K,-0.13%
12/30/2016,3310.08,3302.60,3313.55,3295.75,71.74K,0.37%
1/3/2017,3342.23,3313.95,3345.26,3313.95,86.57K,0.97%
1/4/2017,3368.31,3340.56,3369.57,3338.15,90.05K,0.78%
1/5/2017,3367.79,3368.34,3373.41,3361.46,88.34K,-0.02%
1/6/2017,3347.67,3366.85,3368.87,3346.89,87.46K,-0.60%
1/9/2017,3363.90,3345.75,3366.22,3344.35,83.71K,0.48%
1/10/2017,3358.27,3361.64,3370.51,3354.09,83.82K,-0.17%
1/11/2017,3334.50,3355.80,3366.63,3334.30,91.07K,-0.71%
1/12/2017,3317.62,3332.69,3343.13,3315.96,81.24K,-0.51%
1/13/2017,3319.91,3317.96,3338.17,3309.37,84.18K,0.07%
1/16/2017,3319.45,3314.15,3322.78,3264.21,157.78K,-0.01%
1/17/2017,3326.36,3305.60,3327.38,3292.20,69.45K,0.21%
1/18/2017,3339.37,3323.34,3350.96,3320.41,70.62K,0.39%
1/19/2017,3329.29,3330.95,3346.50,3324.68,66.16K,-0.30%
1/20/2017,3354.89,3326.98,3358.41,3326.37,65.30K,0.77%
1/23/2017,3364.08,3359.05,3378.74,3355.85,75.56K,0.27%
1/24/2017,3364.45,3363.14,3371.32,3355.90,66.19K,0.01%
1/25/2017,3375.90,3361.66,3376.44,3357.22,58.38K,0.34%
1/26/2017,3387.96,3378.26,3395.88,3378.26,65.32K,0.36%
2/3/2017,3364.49,3390.93,3392.48,3362.57,55.19K,-0.69%
2/6/2017,3373.21,3368.11,3381.33,3358.75,68.52K,0.26%
2/7/2017,3365.68,3371.77,3376.71,3354.63,63.75K,-0.22%
