Date,Open,High,Low,Price,Adj. Close,Vol.,Change %
26-Aug-19,3917.71,3963.58,3914.25,3951.93,,7.96B,-1.13%
23-Aug-19,3994.10,4012.00,3974.51,3997.23,,7.84B,0.15%
22-Aug-19,3990.78,3997.01,3963.31,3991.05,,8.43B,0.32%
21-Aug-19,3970.63,3995.95,3965.27,3978.44,,7.84B,-0.08%
20-Aug-19,3987.02,4006.78,3970.24,3981.71,,9.97B,-0.05%
19-Aug-19,3918.78,3983.87,3904.11,3983.87,,11.44B,2.85%
16-Aug-19,3852.15,3907.94,3846.52,3873.36,,7.91B,0.51%
15-Aug-19,3756.47,3854.90,3747.30,3853.61,,7.46B,0.45%
14-Aug-19,3868.51,3878.81,3832.00,3836.18,,7.65B,0.71%
13-Aug-19,3814.02,3837.19,3795.57,3808.96,,5.61B,-0.89%
12-Aug-19,3773.57,3843.35,3766.28,3843.35,,6.60B,2.14%
9-Aug-19,3837.43,3840.44,3756.80,3762.71,,6.56B,-1.45%
8-Aug-19,3795.30,3825.55,3790.34,3817.97,,5.92B,1.28%
7-Aug-19,3818.49,3824.23,3769.79,3769.79,,6.01B,-0.58%
6-Aug-19,3759.82,3809.67,3711.00,3791.62,,9.15B,-1.22%
5-Aug-19,3887.57,3918.05,3838.28,3838.28,,7.10B,-1.76%
2-Aug-19,3866.04,3913.44,3854.66,3906.91,,7.84B,-1.45%
1-Aug-19,3969.71,3991.04,3944.65,3964.43,,6.36B,-0.64%
31-Jul-19,4009.90,4011.08,3986.69,3989.89,,6.30B,-0.78%
30-Jul-19,4006.59,4052.11,4006.59,4021.18,,7.83B,0.46%
29-Jul-19,3999.87,4010.43,3982.55,4002.81,,6.76B,0.08%
26-Jul-19,3981.33,4006.19,3974.89,3999.50,,6.37B,0.07%
25-Jul-19,3958.73,3996.75,3951.25,3996.75,,7.91B,0.96%
24-Jul-19,3933.92,3979.36,3933.92,3958.87,,7.17B,0.95%
23-Jul-19,3904.45,3921.80,3891.54,3921.80,,5.30B,0.50%
22-Jul-19,3948.74,3952.19,3880.49,3902.44,,6.93B,-0.93%
19-Jul-19,3926.21,3968.42,3926.21,3938.98,,6.64B,0.84%
18-Jul-19,3947.97,3947.97,3905.16,3906.18,,7.25B,-1.54%
17-Jul-19,3954.13,3990.79,3939.51,3967.45,,8.46B,0.24%
16-Jul-19,3965.28,3977.95,3946.30,3958.00,,6.99B,-0.33%
15-Jul-19,3917.57,3993.25,3869.01,3971.20,,8.01B,1.01%
12-Jul-19,3906.30,3941.17,3890.72,3931.34,,5.61B,0.72%
11-Jul-19,3931.93,3960.35,3890.51,3903.23,,5.46B,-0.19%
10-Jul-19,3935.58,3939.23,3894.64,3910.54,,5.35B,-0.25%
9-Jul-19,3913.26,3931.15,3887.52,3920.49,,5.21B,0.10%
8-Jul-19,4009.61,4009.89,3887.61,3916.48,,7.56B,-2.55%
5-Jul-19,3989.18,4027.92,3975.13,4018.80,,5.34B,0.89%
4-Jul-19,4013.06,4026.40,3964.03,3983.27,,6.42B,-0.56%
3-Jul-19,4050.84,4051.12,3986.61,4005.64,,7.44B,-1.41%
2-Jul-19,4048.62,4068.89,4034.38,4062.92,,9.88B,0.19%
1-Jul-19,3992.75,4055.29,3973.34,4055.29,,11.67B,3.96%
28-Jun-19,3919.74,3919.74,3878.97,3900.65,,5.77B,-0.50%
27-Jun-19,3885.38,3937.95,3884.79,3920.26,,6.75B,1.27%
26-Jun-19,3843.64,3887.19,3834.22,3870.96,,5.35B,0.08%
25-Jun-19,3902.81,3902.81,3817.71,3867.72,,7.44B,-0.98%
24-Jun-19,3908.15,3924.07,3887.31,3906.15,,7.32B,0.00%
21-Jun-19,3897.32,3927.59,3883.14,3906.24,,10.10B,0.67%
20-Jun-19,3784.53,3900.95,3776.10,3880.15,,9.85B,2.50%
19-Jun-19,3845.23,3857.77,3784.61,3785.59,,8.05B,1.39%
18-Jun-19,3724.15,3748.13,3697.50,3733.55,,4.64B,0.33%
17-Jun-19,3733.55,3758.53,3708.86,3721.19,,5.03B,-0.34%
14-Jun-19,3791.38,3810.10,3729.81,3733.99,,6.72B,-1.45%
13-Jun-19,3793.08,3800.22,3754.30,3789.08,,6.31B,-0.16%
12-Jun-19,3818.47,3829.32,3784.47,3795.28,,7.78B,-0.97%
11-Jun-19,3698.23,3835.87,3697.27,3832.44,,9.77B,3.75%
10-Jun-19,3655.33,3709.87,3638.90,3694.09,,6.22B,1.53%
6-Jun-19,3701.55,3701.55,3627.09,3638.45,,6.36B,-1.73%
5-Jun-19,3739.64,3747.39,3694.99,3702.51,,6.01B,-0.02%
4-Jun-19,3746.91,3753.07,3681.85,3703.20,,6.43B,-1.20%
3-Jun-19,3784.13,3812.01,3735.07,3748.36,,7.09B,-0.57%
31-May-19,3777.46,3808.81,3755.24,3770.03,,6.33B,-0.24%
30-May-19,3790.43,3790.43,3739.34,3778.98,,7.07B,-0.74%
29-May-19,3792.59,3836.50,3786.36,3806.99,,6.50B,-0.43%
28-May-19,3792.85,3838.86,3780.51,3823.29,,7.70B,0.79%
27-May-19,3719.27,3804.40,3690.90,3793.31,,8.27B,2.21%
24-May-19,3713.02,3753.02,3696.90,3711.39,,6.18B,-0.25%
23-May-19,3800.05,3800.05,3712.40,3720.61,,7.71B,-2.61%
22-May-19,3831.20,3860.08,3798.09,3820.44,,7.73B,-0.53%
21-May-19,3770.48,3857.23,3758.89,3840.95,,8.25B,1.95%
20-May-19,3798.08,3804.25,3718.39,3767.60,,7.77B,-1.03%
17-May-19,3931.17,3932.81,3791.34,3806.66,,9.29B,-3.10%
16-May-19,3910.00,3933.94,3893.22,3928.33,,7.88B,0.32%
15-May-19,3856.99,3926.59,3856.99,3915.94,,7.47B,2.52%
14-May-19,3803.90,3864.25,3803.11,3819.76,,7.12B,-0.72%
13-May-19,3850.12,3885.26,3828.99,3847.38,,7.47B,-1.47%
10-May-19,3800.50,3906.82,3729.75,3904.63,,10.17B,4.04%
9-May-19,3773.49,3810.82,3742.79,3753.02,,7.07B,-1.45%
8-May-19,3770.10,3879.13,3760.85,3808.32,,8.23B,-1.10%
7-May-19,3815.67,3881.67,3781.74,3850.49,,9.39B,1.72%
6-May-19,3926.69,3947.39,3765.39,3785.51,,12.02B,-7.51%
30-Apr-19,4053.68,4116.08,4053.37,4092.75,,8.03B,0.40%
29-Apr-19,4128.63,4157.12,4063.89,4076.35,,11.00B,-1.30%
26-Apr-19,4163.48,4191.52,4127.34,4130.18,,9.94B,-1.34%
25-Apr-19,4295.86,4307.40,4183.38,4186.26,,12.13B,-3.04%
24-Apr-19,4291.14,4319.78,4230.04,4317.73,,11.42B,1.05%
23-Apr-19,4300.71,4322.38,4257.80,4272.87,,11.13B,-0.82%
22-Apr-19,4396.38,4396.38,4295.55,4308.34,,12.43B,-2.04%
19-Apr-19,4336.88,4397.95,4305.46,4397.95,,10.54B,1.37%
18-Apr-19,4359.60,4369.17,4328.67,4338.42,,10.67B,-0.53%
17-Apr-19,4339.98,4390.12,4323.98,4361.33,,13.24B,0.51%
16-Apr-19,4211.48,4339.41,4185.34,4339.41,,12.49B,2.40%
15-Apr-19,4337.83,4371.13,4235.34,4237.68,,11.97B,-0.71%
12-Apr-19,4270.74,4290.63,4235.27,4267.94,,9.79B,-0.27%
11-Apr-19,4391.74,4398.81,4274.83,4279.51,,12.34B,-2.69%
10-Apr-19,4384.87,4435.92,4350.70,4397.62,,14.22B,0.03%
9-Apr-19,4361.76,4396.52,4337.19,4396.52,,13.61B,1.01%
8-Apr-19,4423.20,4435.56,4302.17,4352.60,,17.92B,-0.69%
4-Apr-19,4364.62,4398.00,4338.04,4382.67,,15.94B,0.77%
3-Apr-19,4287.96,4354.53,4275.30,4349.39,,14.67B,0.82%
2-Apr-19,4339.20,4341.24,4296.60,4313.81,,17.13B,-0.16%
1-Apr-19,4200.27,4325.49,4200.27,4320.54,,18.05B,3.59%
29-Mar-19,4019.23,4170.77,4018.96,4170.77,,14.53B,3.92%
28-Mar-19,4024.64,4071.46,4007.80,4013.47,,10.37B,-0.49%
27-Mar-19,4022.68,4034.86,3969.50,4033.43,,10.95B,1.00%
26-Mar-19,4089.44,4099.31,3981.38,3993.41,,13.38B,-1.81%
25-Mar-19,4073.08,4134.74,4063.87,4066.99,,14.51B,-1.95%
22-Mar-19,4147.33,4154.95,4070.06,4147.78,,14.05B,0.06%
21-Mar-19,4124.72,4172.76,4107.56,4145.27,,16.12B,0.56%
20-Mar-19,4133.54,4142.19,4058.20,4122.10,,14.65B,-0.40%
19-Mar-19,4144.69,4167.36,4111.43,4138.45,,13.71B,-0.13%
18-Mar-19,4026.36,4143.89,3999.43,4143.89,,14.30B,3.20%
15-Mar-19,3986.25,4059.52,3975.85,4015.34,,12.50B,1.47%
14-Mar-19,3994.56,4036.33,3918.50,3957.15,,14.60B,-1.60%
13-Mar-19,4116.13,4116.13,3998.25,4021.48,,18.39B,-2.44%
12-Mar-19,4094.23,4160.35,4058.89,4122.17,,20.50B,1.31%
11-Mar-19,3958.34,4069.05,3934.13,4069.05,,17.88B,3.45%
8-Mar-19,3967.94,4081.76,3928.65,3933.45,,23.35B,-3.26%
7-Mar-19,4083.03,4109.78,4017.11,4066.05,,21.75B,-0.60%
6-Mar-19,4071.76,4094.30,4018.56,4090.49,,22.63B,0.88%
5-Mar-19,3962.56,4054.76,3945.94,4054.76,,17.68B,2.14%
4-Mar-19,3927.09,4049.36,3916.29,3969.74,,21.21B,2.39%
1-Mar-19,3852.42,3877.20,3807.62,3877.20,,13.32B,1.64%
28-Feb-19,3805.36,3843.03,3789.14,3814.71,,13.26B,0.22%
27-Feb-19,3833.84,3871.50,3762.40,3806.31,,18.81B,-1.03%
26-Feb-19,3879.55,3925.35,3823.26,3845.79,,25.24B,-0.56%
25-Feb-19,3728.80,3867.34,3718.78,3867.34,,23.30B,5.64%
22-Feb-19,3568.04,3660.73,3548.18,3660.73,,14.29B,2.35%
21-Feb-19,3582.94,3647.73,3560.77,3576.52,,14.61B,-0.22%
20-Feb-19,3569.64,3592.22,3542.30,3584.46,,12.32B,0.46%
19-Feb-19,3587.53,3611.77,3530.87,3568.03,,14.91B,-0.19%
18-Feb-19,3464.52,3574.98,3464.52,3574.98,,14.94B,3.99%
15-Feb-19,3473.64,3483.20,3434.72,3437.85,,12.06B,-1.31%
14-Feb-19,3466.41,3500.63,3448.55,3483.40,,12.60B,0.66%
13-Feb-19,3399.75,3469.54,3393.59,3460.41,,11.93B,2.07%
12-Feb-19,3351.41,3398.07,3346.65,3390.35,,9.89B,1.12%
11-Feb-19,3255.98,3355.19,3255.98,3352.92,,7.87B,3.10%
1-Feb-19,3189.03,3252.42,3183.51,3252.08,,6.56B,2.67%
31-Jan-19,3166.45,3194.52,3146.17,3167.55,,6.48B,0.35%
30-Jan-19,3176.65,3203.60,3156.51,3156.52,,5.07B,-1.06%
29-Jan-19,3194.74,3200.89,3137.62,3190.46,,6.20B,-0.32%
28-Jan-19,3219.88,3249.94,3191.61,3200.63,,5.98B,0.03%
25-Jan-19,3188.99,3224.85,3177.81,3199.55,,6.33B,0.45%
24-Jan-19,3170.95,3198.73,3147.46,3185.18,,5.71B,0.64%
23-Jan-19,3150.97,3174.56,3149.74,3164.89,,4.47B,0.11%
22-Jan-19,3203.65,3203.65,3151.60,3161.26,,5.43B,-1.47%
21-Jan-19,3193.68,3223.98,3187.78,3208.32,,6.46B,0.61%
18-Jan-19,3145.86,3190.96,3143.64,3189.00,,6.82B,1.64%
17-Jan-19,3164.36,3169.60,3134.84,3137.45,,5.84B,-0.93%
16-Jan-19,3169.64,3187.09,3157.10,3167.05,,6.25B,-0.11%
15-Jan-19,3106.57,3171.65,3099.06,3170.41,,6.45B,1.99%
14-Jan-19,3136.05,3142.92,3102.79,3108.62,,5.67B,-0.87%
11-Jan-19,3123.99,3144.96,3107.44,3136.03,,5.60B,0.58%
10-Jan-19,3123.17,3144.05,3110.47,3118.04,,6.25B,-0.25%
9-Jan-19,3114.84,3170.11,3105.55,3125.92,,8.15B,0.88%
8-Jan-19,3094.10,3107.51,3085.10,3098.69,,6.81B,-0.10%
7-Jan-19,3076.84,3105.51,3063.07,3101.87,,7.69B,1.54%
4-Jan-19,2944.54,3054.95,2939.57,3054.95,,7.72B,2.75%
3-Jan-19,2991.04,3027.28,2969.53,2973.19,,5.26B,-0.83%
2-Jan-19,3046.39,3049.58,2993.03,2998.10,,4.71B,-1.29%
28-Dec-18,3032.06,3055.95,3009.60,3037.14,,4.89B,0.39%
27-Dec-18,3104.01,3109.92,3025.49,3025.49,,5.49B,-0.98%
26-Dec-18,3069.73,3090.36,3050.39,3055.36,,4.42B,-0.60%
25-Dec-18,3062.67,3087.13,3012.38,3073.77,,5.74B,-0.82%
24-Dec-18,3065.64,3099.71,3056.58,3099.16,,4.17B,0.73%
21-Dec-18,3104.76,3106.74,3053.99,3076.66,,5.45B,-1.31%
20-Dec-18,3108.80,3126.12,3091.03,3117.51,,4.49B,0.08%
19-Dec-18,3166.81,3170.19,3110.46,3114.99,,3.83B,-1.48%
18-Dec-18,3166.81,3196.65,3139.15,3161.69,,4.42B,-0.90%
17-Dec-18,3193.74,3201.77,3158.09,3190.31,,4.64B,-0.51%
14-Dec-18,3269.27,3272.95,3204.75,3206.74,,5.76B,-2.23%
13-Dec-18,3238.87,3296.91,3223.39,3279.85,,6.08B,1.54%
12-Dec-18,3238.01,3245.30,3219.94,3230.09,,4.22B,0.28%
11-Dec-18,3205.03,3221.18,3197.40,3221.18,,4.25B,0.71%
10-Dec-18,3215.25,3231.12,3189.89,3198.37,,4.89B,-1.47%
7-Dec-18,3249.61,3259.52,3238.14,3246.14,,4.42B,-0.04%
6-Dec-18,3298.36,3304.73,3243.80,3247.55,,5.99B,-2.54%
5-Dec-18,3290.84,3350.84,3284.12,3332.17,,6.37B,-0.34%
4-Dec-18,3330.57,3344.97,3317.85,3343.53,,6.14B,0.11%
3-Dec-18,3326.12,3352.37,3296.03,3339.91,,8.93B,3.40%
30-Nov-18,3187.72,3232.95,3170.29,3230.15,,5.58B,1.20%
29-Nov-18,3276.73,3285.55,3191.83,3191.83,,6.71B,-2.01%
28-Nov-18,3203.32,3257.14,3180.57,3257.14,,6.61B,1.64%
27-Nov-18,3217.40,3225.33,3186.31,3204.68,,4.87B,0.16%
26-Nov-18,3204.90,3228.28,3187.96,3199.69,,5.06B,-0.29%
23-Nov-18,3307.31,3310.06,3201.63,3208.98,,7.61B,-3.14%
22-Nov-18,3328.54,3336.21,3297.55,3313.04,,6.03B,-0.19%
21-Nov-18,3269.80,3323.81,3265.49,3319.40,,7.16B,0.33%
20-Nov-18,3373.47,3383.12,3304.35,3308.38,,9.22B,-2.88%
19-Nov-18,3377.25,3406.46,3364.17,3406.46,,9.44B,0.71%
16-Nov-18,3357.68,3406.40,3338.99,3382.48,,10.24B,0.76%
15-Nov-18,3310.67,3357.09,3308.92,3357.09,,8.15B,1.13%
14-Nov-18,3336.98,3353.33,3313.66,3319.63,,8.70B,-0.83%
13-Nov-18,3251.48,3366.15,3245.22,3347.41,,11.40B,1.61%
12-Nov-18,3213.60,3294.67,3207.81,3294.24,,7.93B,2.33%
9-Nov-18,3222.16,3243.63,3210.31,3219.28,,6.25B,-0.72%
8-Nov-18,3292.60,3296.52,3239.86,3242.58,,6.14B,-0.71%
7-Nov-18,3280.04,3316.79,3262.63,3265.89,,7.09B,-0.54%
6-Nov-18,3293.76,3293.76,3247.41,3283.75,,6.48B,-0.72%
5-Nov-18,3307.51,3330.20,3263.63,3307.55,,8.50B,-0.48%
2-Nov-18,3282.22,3323.38,3254.31,3323.38,,10.12B,4.09%
1-Nov-18,3192.61,3244.68,3188.54,3192.80,,8.82B,1.24%
31-Oct-18,3113.56,3172.20,3107.19,3153.59,,6.63B,1.43%
30-Oct-18,3064.08,3144.57,3030.96,3109.22,,7.42B,0.71%
29-Oct-18,3146.22,3146.65,3074.20,3087.28,,5.73B,-2.65%
26-Oct-18,3205.51,3221.38,3158.97,3171.32,,6.69B,-0.36%
25-Oct-18,3097.93,3188.90,3086.37,3182.87,,6.85B,-0.08%
24-Oct-18,3178.54,3232.10,3158.60,3185.34,,6.62B,-0.40%
23-Oct-18,3276.26,3282.36,3175.06,3198.03,,7.82B,-2.32%
22-Oct-18,3154.38,3302.38,3154.38,3273.98,,9.65B,4.88%
19-Oct-18,3000.59,3123.11,2995.74,3121.75,,7.01B,2.78%
18-Oct-18,3084.81,3091.43,3035.04,3037.24,,5.56B,-2.31%
17-Oct-18,3120.14,3131.68,3043.06,3109.01,,6.26B,0.91%
16-Oct-18,3141.40,3161.81,3066.27,3081.01,,5.59B,-1.91%
15-Oct-18,3196.02,3215.84,3134.78,3140.99,,5.58B,-1.52%
12-Oct-18,3154.19,3205.24,3097.97,3189.61,,7.47B,0.63%
11-Oct-18,3257.49,3280.98,3152.25,3169.72,,8.62B,-5.84%
10-Oct-18,3391.11,3402.25,3342.52,3366.24,,4.76B,-0.50%
9-Oct-18,3399.66,3419.92,3369.98,3383.18,,4.52B,-0.19%
8-Oct-18,3460.10,3471.21,3388.04,3389.51,,6.02B,-4.18%
28-Sep-18,3516.22,3540.87,3502.46,3537.20,,5.03B,0.82%
27-Sep-18,3538.00,3549.07,3505.80,3508.46,,5.70B,-0.96%
26-Sep-18,3519.96,3571.69,3509.48,3542.46,,6.34B,0.86%
25-Sep-18,3506.61,3528.62,3496.20,3512.26,,4.83B,-0.75%
21-Sep-18,3469.25,3543.31,3452.69,3538.87,,6.75B,2.32%
20-Sep-18,3460.44,3484.50,3451.89,3458.48,,5.36B,-0.12%
19-Sep-18,3402.96,3490.58,3397.45,3462.66,,6.80B,1.47%
18-Sep-18,3343.46,3412.72,3339.11,3412.44,,5.44B,1.68%
17-Sep-18,3383.97,3388.05,3347.16,3356.20,,4.88B,-1.39%
14-Sep-18,3424.80,3428.21,3390.06,3403.48,,5.65B,-0.44%
13-Sep-18,3431.85,3443.92,3365.95,3418.39,,5.68B,0.73%
12-Sep-18,3415.58,3428.38,3387.27,3393.66,,4.30B,-0.71%
11-Sep-18,3414.48,3437.64,3394.42,3417.86,,4.64B,0.06%
10-Sep-18,3478.77,3479.11,3414.20,3415.79,,5.40B,-1.96%
7-Sep-18,3494.27,3544.16,3462.40,3484.22,,5.42B,-0.01%
6-Sep-18,3507.75,3541.49,3473.18,3484.69,,4.81B,-1.07%
5-Sep-18,3570.71,3578.74,3522.36,3522.38,,6.07B,-1.81%
4-Sep-18,3545.83,3594.85,3530.83,3587.30,,5.97B,1.17%
3-Sep-18,3541.40,3547.85,3501.82,3545.80,,5.53B,-0.20%
31-Aug-18,3568.71,3580.85,3533.63,3552.85,,5.17B,-0.97%
30-Aug-18,3634.20,3649.50,3583.70,3587.79,,6.01B,-1.36%
29-Aug-18,3652.05,3656.20,3625.09,3637.40,,6.04B,-0.62%
28-Aug-18,3658.38,3670.45,3642.80,3660.11,,5.77B,0.06%
27-Aug-18,3566.13,3657.79,3566.13,3657.74,,6.61B,2.93%
24-Aug-18,3551.99,3579.48,3532.81,3553.50,,4.60B,-0.22%
23-Aug-18,3542.93,3579.97,3523.37,3561.42,,5.10B,0.42%
22-Aug-18,3579.00,3579.00,3540.33,3546.43,,4.32B,-1.07%
21-Aug-18,3527.14,3589.80,3517.50,3584.81,,5.59B,1.74%
20-Aug-18,3498.11,3524.08,3452.27,3523.57,,5.45B,0.74%
17-Aug-18,3587.17,3596.83,3491.31,3497.68,,5.19B,-1.62%
16-Aug-18,3540.88,3609.90,3515.00,3555.27,,5.40B,-0.92%
15-Aug-18,3676.59,3676.59,3581.98,3588.33,,5.38B,-2.37%
14-Aug-18,3696.94,3701.44,3660.98,3675.37,,4.80B,-0.70%
13-Aug-18,3648.86,3705.87,3630.80,3701.16,,5.67B,0.29%
10-Aug-18,3667.40,3704.49,3661.66,3690.50,,5.27B,0.66%
9-Aug-18,3548.65,3685.50,3541.85,3666.22,,7.07B,3.06%
8-Aug-18,3624.81,3629.24,3556.90,3557.35,,5.35B,-2.06%
7-Aug-18,3538.63,3632.22,3507.48,3632.22,,5.92B,3.07%
6-Aug-18,3591.63,3615.30,3504.66,3524.09,,5.34B,-2.08%
3-Aug-18,3671.49,3689.18,3598.84,3598.84,,4.97B,-2.11%
2-Aug-18,3759.93,3759.93,3608.80,3676.34,,7.39B,-2.62%
1-Aug-18,3863.17,3873.06,3774.89,3775.11,,6.26B,-1.96%
31-Jul-18,3846.16,3866.52,3830.86,3850.61,,4.85B,-0.02%
30-Jul-18,3894.03,3903.19,3833.44,3851.56,,5.62B,-1.17%
27-Jul-18,3917.53,3925.56,3885.89,3897.01,,5.57B,-0.58%
26-Jul-18,3971.65,3981.05,3911.46,3919.87,,7.03B,-1.23%
25-Jul-18,3977.47,3991.97,3957.78,3968.49,,7.34B,-0.09%
24-Jul-18,3907.65,3986.33,3907.65,3971.92,,9.67B,1.69%
23-Jul-18,3852.00,3906.04,3839.75,3905.94,,7.68B,0.70%
20-Jul-18,3833.17,3890.96,3795.41,3878.97,,6.44B,1.14%
19-Jul-18,3860.82,3883.98,3822.71,3835.38,,5.06B,-0.37%
18-Jul-18,3895.26,3912.60,3849.44,3849.44,,5.58B,-1.09%
17-Jul-18,3902.76,3902.76,3846.58,3891.69,,5.42B,-0.38%
16-Jul-18,3913.64,3932.91,3891.97,3906.50,,5.66B,-0.17%
13-Jul-18,3897.57,3921.39,3889.06,3913.29,,6.49B,0.61%
12-Jul-18,3784.96,3906.93,3784.96,3889.40,,7.93B,2.73%
11-Jul-18,3779.79,3814.53,3742.83,3785.98,,5.68B,-1.89%
10-Jul-18,3846.23,3862.45,3823.61,3858.86,,5.27B,0.52%
9-Jul-18,3751.10,3839.06,3751.10,3839.06,,5.54B,2.89%
6-Jul-18,3716.96,3782.71,3659.02,3731.39,,6.53B,0.58%
5-Jul-18,3778.58,3806.66,3700.91,3709.86,,5.50B,-1.75%
4-Jul-18,3841.92,3850.15,3765.67,3776.00,,5.75B,-2.09%
3-Jul-18,3846.86,3864.58,3739.66,3856.55,,6.91B,0.33%
2-Jul-18,3930.39,3938.80,3813.76,3843.75,,5.85B,-2.30%
29-Jun-18,3818.62,3934.91,3807.46,3934.23,,5.98B,3.42%
28-Jun-18,3825.94,3870.71,3801.00,3804.10,,5.14B,-1.01%
27-Jun-18,3920.03,3937.08,3831.54,3842.73,,5.24B,-2.00%
26-Jun-18,3870.64,3933.34,3856.36,3921.34,,5.73B,-0.05%
25-Jun-18,3986.50,3995.17,3921.64,3923.23,,5.39B,-0.95%
22-Jun-18,3894.52,3963.32,3862.08,3960.96,,5.06B,0.96%
21-Jun-18,3997.02,4031.11,3921.64,3923.27,,6.18B,-1.89%
20-Jun-18,3947.32,4021.34,3920.65,3999.01,,5.86B,0.81%
19-Jun-18,4111.36,4127.09,3937.23,3967.00,,8.23B,-5.12%
15-Jun-18,4232.89,4246.39,4165.91,4181.17,,5.37B,-1.30%
14-Jun-18,4254.67,4292.72,4223.61,4236.06,,4.33B,-0.81%
13-Jun-18,4319.78,4322.21,4270.65,4270.82,,4.47B,-1.48%
12-Jun-18,4280.15,4338.74,4255.61,4334.81,,4.79B,1.40%
11-Jun-18,4277.25,4302.63,4260.01,4274.95,,4.25B,-0.19%
8-Jun-18,4318.88,4319.87,4254.66,4283.27,,5.12B,-1.07%
7-Jun-18,4362.90,4367.87,4327.22,4329.52,,4.82B,-0.43%
6-Jun-18,4354.46,4366.14,4337.51,4348.16,,4.74B,-0.25%
5-Jun-18,4289.95,4359.08,4289.27,4359.08,,5.35B,1.75%
4-Jun-18,4271.14,4296.39,4256.97,4283.93,,5.06B,0.55%
1-Jun-18,4292.45,4305.08,4242.13,4260.52,,5.23B,-1.18%
31-May-18,4258.99,4311.61,4234.14,4311.61,,6.06B,1.98%
30-May-18,4266.93,4287.53,4225.20,4228.10,,6.46B,-2.32%
29-May-18,4371.91,4400.65,4327.99,4328.71,,5.10B,-1.17%
28-May-18,4364.90,4408.93,4342.86,4379.90,,5.19B,0.29%
25-May-18,4407.83,4419.73,4362.06,4367.34,,5.59B,-1.03%
24-May-18,4444.81,4455.70,4407.32,4412.68,,4.96B,-0.72%
23-May-18,4493.76,4493.76,4444.76,4444.76,,5.70B,-1.25%
22-May-18,4501.75,4502.32,4468.24,4501.19,,5.27B,-0.11%
21-May-18,4498.81,4516.40,4492.74,4505.95,,6.37B,0.81%
18-May-18,4447.40,4472.87,4419.61,4469.74,,4.90B,0.40%
17-May-18,4482.34,4487.14,4444.29,4451.73,,4.48B,-0.65%
16-May-18,4487.25,4512.09,4476.17,4480.97,,5.37B,-0.46%
15-May-18,4483.75,4501.62,4455.57,4501.62,,5.60B,0.64%
14-May-18,4455.83,4491.44,4455.74,4472.94,,6.20B,0.60%
11-May-18,4492.97,4494.82,4446.11,4446.18,,6.03B,-0.85%
10-May-18,4471.74,4488.08,4450.84,4484.31,,5.48B,0.46%
9-May-18,4465.34,4470.56,4443.39,4463.83,,5.03B,-0.16%
8-May-18,4435.62,4479.31,4434.99,4470.95,,6.34B,0.84%
7-May-18,4364.68,4433.54,4361.48,4433.54,,5.97B,1.90%
4-May-18,4353.50,4380.36,4345.14,4350.81,,5.22B,-0.33%
3-May-18,4309.00,4365.29,4272.00,4365.29,,6.96B,1.17%
2-May-18,4317.66,4351.06,4290.79,4314.70,,5.70B,0.23%
27-Apr-18,4318.01,4330.21,4269.07,4304.75,,6.24B,0.33%
26-Apr-18,4379.88,4386.13,4289.55,4290.60,,6.97B,-2.59%
25-Apr-18,4391.80,4419.81,4384.99,4404.57,,6.40B,-0.21%
24-Apr-18,4319.43,4414.16,4319.43,4414.02,,7.51B,2.15%
23-Apr-18,4352.11,4375.23,4279.66,4321.16,,7.20B,-0.60%
20-Apr-18,4409.57,4431.57,4339.00,4347.15,,7.19B,-1.63%
19-Apr-18,4373.07,4435.08,4365.10,4419.26,,7.32B,1.21%
18-Apr-18,4369.46,4377.87,4271.34,4366.40,,8.21B,0.74%
17-Apr-18,4434.26,4447.93,4332.21,4334.40,,6.96B,-2.15%
16-Apr-18,4454.97,4469.21,4396.69,4429.60,,7.04B,-0.82%
13-Apr-18,4512.64,4527.50,4458.76,4466.10,,5.32B,-0.43%
12-Apr-18,4516.59,4527.42,4482.77,4485.25,,5.46B,-0.78%
11-Apr-18,4516.33,4543.78,4511.97,4520.58,,6.58B,0.40%
10-Apr-18,4455.80,4502.62,4440.31,4502.62,,6.84B,1.25%
9-Apr-18,4453.47,4484.85,4418.10,4447.22,,6.22B,-0.43%
4-Apr-18,4503.26,4528.35,4463.90,4466.31,,6.56B,-0.58%
3-Apr-18,4476.46,4507.29,4457.53,4492.28,,7.41B,-0.85%
2-Apr-18,4549.70,4575.09,4524.84,4530.97,,8.54B,-0.26%
30-Mar-18,4511.26,4552.65,4504.35,4542.68,,7.26B,0.86%
29-Mar-18,4467.37,4514.87,4411.46,4503.74,,7.34B,1.30%
28-Mar-18,4451.53,4507.12,4439.14,4446.02,,7.36B,-1.49%
27-Mar-18,4481.65,4523.50,4469.92,4513.40,,8.58B,1.89%
26-Mar-18,4327.93,4429.78,4290.55,4429.78,,7.76B,0.99%
23-Mar-18,4403.54,4471.06,4302.83,4386.56,,11.54B,-3.85%
22-Mar-18,4615.51,4633.97,4555.76,4562.19,,6.35B,-1.07%
21-Mar-18,4661.10,4691.54,4608.15,4611.47,,7.21B,-0.84%
20-Mar-18,4611.46,4652.60,4597.96,4650.75,,6.17B,0.06%
19-Mar-18,4642.03,4669.25,4618.78,4648.06,,6.17B,0.11%
16-Mar-18,4696.50,4706.75,4643.17,4643.17,,6.27B,-1.09%
15-Mar-18,4664.60,4707.03,4648.94,4694.56,,6.89B,0.29%
